"substrate","od_wave","set","plate","well","tp","sheet","od","sample","evolved","population","blank","sd_blank","od_cor","time"
"2-hydroxy benzoic acid",600,"set_2",17,"C_7","T2","Sheet1",0.042,"anc2","ancestor","ancestor",0.0395,0.000522232967867094,0.0025,2
"2-hydroxy benzoic acid",600,"set_1",12,"C_3","T3","Sheet1",0.042,"34","without_community","wt-3",0.0395,0.000522232967867094,0.0025,3
"2-hydroxy benzoic acid",600,"set_2",4,"C_7","T2","Sheet1",0.062,"11","with_community","wt-b3",0.0395,0.000522232967867094,0.0225,2
"2-hydroxy benzoic acid",600,"set_1",7,"C_3","T5","Sheet1",0.045,"19","with_community","wt-b5",0.0395,0.000522232967867094,0.0055,5
"2-hydroxy benzoic acid",600,"set_3",11,"C_11","T1","Sheet1",0.04,"33","without_community","wt-3",0.0395,0.000522232967867094,5e-04,1
"2-hydroxy benzoic acid",600,"set_1",2,"C_3","T2","Sheet1",0.041,"4","with_community","wt-b1",0.0395,0.000522232967867094,0.0015,2
"2-hydroxy benzoic acid",600,"set_1",4,"C_3","T4","Sheet1",0.043,"10","with_community","wt-b3",0.0395,0.000522232967867094,0.0035,4
"2-hydroxy benzoic acid",600,"set_1",4,"C_3","T1","Sheet1",0.041,"10","with_community","wt-b3",0.0395,0.000522232967867094,0.0015,1
"2-hydroxy benzoic acid",600,"set_2",11,"C_7","T1","Sheet1",0.046,"32","without_community","wt-2",0.0395,0.000522232967867094,0.0065,1
"2-hydroxy benzoic acid",600,"set_1",18,"C_3","T2","Sheet1",0.042,"anc4","ancestor","ancestor",0.0395,0.000522232967867094,0.0025,2
"2-hydroxy benzoic acid",600,"set_1",7,"C_3","T1","Sheet1",0.043,"19","with_community","wt-b5",0.0395,0.000522232967867094,0.0035,1
"2-hydroxy benzoic acid",600,"set_3",10,"C_11","T4","Sheet1",0.041,"30","without_community","wt-2",0.0395,0.000522232967867094,0.0015,4
"2-hydroxy benzoic acid",600,"set_1",13,"C_3","T3","Sheet1",0.041,"37","without_community","wt-4",0.0395,0.000522232967867094,0.0015,3
"2-hydroxy benzoic acid",600,"set_1",5,"C_3","T5","Sheet1",0.044,"13","with_community","wt-b4",0.0395,0.000522232967867094,0.0045,5
"2-hydroxy benzoic acid",600,"set_3",4,"C_11","T6","Sheet1",0.042,"12","with_community","wt-b3",0.0395,0.000522232967867094,0.0025,6
"2-hydroxy benzoic acid",600,"set_2",1,"C_7","T2","Sheet1",0.043,"2","with_community","wt-b1",0.0395,0.000522232967867094,0.0035,2
"2-hydroxy benzoic acid",600,"set_1",11,"C_3","T3","Sheet1",0.043,"31","without_community","wt-2",0.0395,0.000522232967867094,0.0035,3
"2-hydroxy benzoic acid",600,"set_3",2,"C_11","T3","Sheet1",0.042,"6","with_community","wt-b2",0.0395,0.000522232967867094,0.0025,3
"2-hydroxy benzoic acid",600,"set_1",16,"C_3","T4","Sheet1",0.042,"46","without_community","wt-6",0.0395,0.000522232967867094,0.0025,4
"2-hydroxy benzoic acid",600,"set_2",3,"C_7","T3","Sheet1",0.042,"8","with_community","wt-b2",0.0395,0.000522232967867094,0.0025,3
"2-hydroxy benzoic acid",600,"set_1",1,"C_3","T1","Sheet1",0.041,"1","with_community","wt-b1",0.0395,0.000522232967867094,0.0015,1
"2-hydroxy benzoic acid",600,"set_3",5,"C_11","T4","Sheet1",0.04,"15","with_community","wt-b4",0.0395,0.000522232967867094,5e-04,4
"2-hydroxy benzoic acid",600,"set_3",3,"C_11","T5","Sheet1",0.042,"9","with_community","wt-b3",0.0395,0.000522232967867094,0.0025,5
"2-hydroxy benzoic acid",600,"set_2",9,"C_7","T3","Sheet1",0.046,"26","without_community","wt-1",0.0395,0.000522232967867094,0.0065,3
"2-hydroxy benzoic acid",600,"set_2",15,"C_7","T5","Sheet1",0.044,"44","without_community","wt-5",0.0395,0.000522232967867094,0.0045,5
"2-hydroxy benzoic acid",600,"set_1",2,"C_3","T1","Sheet1",0.04,"4","with_community","wt-b1",0.0395,0.000522232967867094,5e-04,1
"2-hydroxy benzoic acid",600,"set_1",12,"C_3","T1","Sheet1",0.042,"34","without_community","wt-3",0.0395,0.000522232967867094,0.0025,1
"2-hydroxy benzoic acid",600,"set_2",14,"C_7","T4","Sheet1",0.044,"41","without_community","wt-5",0.0395,0.000522232967867094,0.0045,4
"2-hydroxy benzoic acid",600,"set_1",16,"C_3","T5","Sheet1",0.043,"46","without_community","wt-6",0.0395,0.000522232967867094,0.0035,5
"2-hydroxy benzoic acid",600,"set_3",12,"C_11","T5","Sheet1",0.04,"36","without_community","wt-3",0.0395,0.000522232967867094,5e-04,5
"2-hydroxy benzoic acid",600,"set_2",13,"C_7","T4","Sheet1",0.043,"38","without_community","wt-4",0.0395,0.000522232967867094,0.0035,4
"2-hydroxy benzoic acid",600,"set_2",8,"C_7","T1","Sheet1",0.051,"23","with_community","wt-b6",0.0395,0.000522232967867094,0.0115,1
"2-hydroxy benzoic acid",600,"set_1",6,"C_3","T5","Sheet1",0.043,"16","with_community","wt-b4",0.0395,0.000522232967867094,0.0035,5
"2-hydroxy benzoic acid",600,"set_2",14,"C_7","T2","Sheet1",0.047,"41","without_community","wt-5",0.0395,0.000522232967867094,0.0075,2
"2-hydroxy benzoic acid",600,"set_1",14,"C_3","T6","Sheet1",0.047,"40","without_community","wt-4",0.0395,0.000522232967867094,0.0075,6
"2-hydroxy benzoic acid",600,"set_3",16,"C_11","T6","Sheet1",0.04,"48","without_community","wt-6",0.0395,0.000522232967867094,5e-04,6
"2-hydroxy benzoic acid",600,"set_3",18,"C_11","T5","Sheet1",0.04,"anc1","ancestor","ancestor",0.0395,0.000522232967867094,5e-04,5
"2-hydroxy benzoic acid",600,"set_2",13,"C_7","T1","Sheet1",0.044,"38","without_community","wt-4",0.0395,0.000522232967867094,0.0045,1
"2-hydroxy benzoic acid",600,"set_3",18,"C_11","T6","Sheet1",0.041,"anc1","ancestor","ancestor",0.0395,0.000522232967867094,0.0015,6
"2-hydroxy benzoic acid",600,"set_1",13,"C_3","T4","Sheet1",0.043,"37","without_community","wt-4",0.0395,0.000522232967867094,0.0035,4
"2-hydroxy benzoic acid",600,"set_3",9,"C_11","T5","Sheet1",0.043,"27","without_community","wt-1",0.0395,0.000522232967867094,0.0035,5
"2-hydroxy benzoic acid",600,"set_3",7,"C_11","T3","Sheet1",0.043,"21","with_community","wt-b6",0.0395,0.000522232967867094,0.0035,3
"2-hydroxy benzoic acid",600,"set_2",16,"C_7","T3","Sheet1",0.043,"47","without_community","wt-6",0.0395,0.000522232967867094,0.0035,3
"2-hydroxy benzoic acid",600,"set_3",10,"C_11","T2","Sheet1",0.041,"30","without_community","wt-2",0.0395,0.000522232967867094,0.0015,2
"2-hydroxy benzoic acid",600,"set_3",18,"C_11","T1","Sheet1",0.038,"anc1","ancestor","ancestor",0.0395,0.000522232967867094,-0.0015,1
"2-hydroxy benzoic acid",600,"set_2",6,"C_7","T4","Sheet1",0.051,"17","with_community","wt-b5",0.0395,0.000522232967867094,0.0115,4
"2-hydroxy benzoic acid",600,"set_1",9,"C_3","T3","Sheet1",0.043,"25","without_community","wt-1",0.0395,0.000522232967867094,0.0035,3
"2-hydroxy benzoic acid",600,"set_3",1,"C_11","T6","Sheet1",0.041,"3","with_community","wt-b1",0.0395,0.000522232967867094,0.0015,6
"2-hydroxy benzoic acid",600,"set_2",15,"C_7","T3","Sheet1",0.043,"44","without_community","wt-5",0.0395,0.000522232967867094,0.0035,3
"2-hydroxy benzoic acid",600,"set_2",4,"C_7","T3","Sheet1",0.054,"11","with_community","wt-b3",0.0395,0.000522232967867094,0.0145,3
"2-hydroxy benzoic acid",600,"set_3",6,"C_11","T5","Sheet1",0.04,"18","with_community","wt-b5",0.0395,0.000522232967867094,5e-04,5
"2-hydroxy benzoic acid",600,"set_3",16,"C_11","T5","Sheet1",0.04,"48","without_community","wt-6",0.0395,0.000522232967867094,5e-04,5
"2-hydroxy benzoic acid",600,"set_1",14,"C_3","T1","Sheet1",0.043,"40","without_community","wt-4",0.0395,0.000522232967867094,0.0035,1
"2-hydroxy benzoic acid",600,"set_2",5,"C_7","T5","Sheet1",0.043,"14","with_community","wt-b4",0.0395,0.000522232967867094,0.0035,5
"2-hydroxy benzoic acid",600,"set_3",2,"C_11","T2","Sheet1",0.042,"6","with_community","wt-b2",0.0395,0.000522232967867094,0.0025,2
"2-hydroxy benzoic acid",600,"set_1",16,"C_3","T3","Sheet1",0.043,"46","without_community","wt-6",0.0395,0.000522232967867094,0.0035,3
"2-hydroxy benzoic acid",600,"set_2",18,"C_7","T6","Sheet1",0.042,"anc5","ancestor","ancestor",0.0395,0.000522232967867094,0.0025,6
"2-hydroxy benzoic acid",600,"set_3",9,"C_11","T1","Sheet1",0.042,"27","without_community","wt-1",0.0395,0.000522232967867094,0.0025,1
"2-hydroxy benzoic acid",600,"set_1",10,"C_3","T3","Sheet1",0.043,"28","without_community","wt-1",0.0395,0.000522232967867094,0.0035,3
"2-hydroxy benzoic acid",600,"set_3",14,"C_11","T1","Sheet1",0.04,"42","without_community","wt-5",0.0395,0.000522232967867094,5e-04,1
"2-hydroxy benzoic acid",600,"set_2",2,"C_7","T4","Sheet1",0.053,"5","with_community","wt-b2",0.0395,0.000522232967867094,0.0135,4
"2-hydroxy benzoic acid",600,"set_2",12,"C_7","T6","Sheet1",0.043,"35","without_community","wt-3",0.0395,0.000522232967867094,0.0035,6
"2-hydroxy benzoic acid",600,"set_3",5,"C_11","T1","Sheet1",0.039,"15","with_community","wt-b4",0.0395,0.000522232967867094,-5e-04,1
"2-hydroxy benzoic acid",600,"set_2",9,"C_7","T6","Sheet1",0.046,"26","without_community","wt-1",0.0395,0.000522232967867094,0.0065,6
"2-hydroxy benzoic acid",600,"set_1",6,"C_3","T4","Sheet1",0.043,"16","with_community","wt-b4",0.0395,0.000522232967867094,0.0035,4
"2-hydroxy benzoic acid",600,"set_1",5,"C_3","T1","Sheet1",0.043,"13","with_community","wt-b4",0.0395,0.000522232967867094,0.0035,1
"2-hydroxy benzoic acid",600,"set_3",9,"C_11","T6","Sheet1",0.044,"27","without_community","wt-1",0.0395,0.000522232967867094,0.0045,6
"2-hydroxy benzoic acid",600,"set_2",15,"C_7","T2","Sheet1",0.045,"44","without_community","wt-5",0.0395,0.000522232967867094,0.0055,2
"2-hydroxy benzoic acid",600,"set_1",1,"C_3","T4","Sheet1",0.042,"1","with_community","wt-b1",0.0395,0.000522232967867094,0.0025,4
"2-hydroxy benzoic acid",600,"set_2",4,"C_7","T5","Sheet1",0.051,"11","with_community","wt-b3",0.0395,0.000522232967867094,0.0115,5
"2-hydroxy benzoic acid",600,"set_3",13,"C_11","T4","Sheet1",0.042,"39","without_community","wt-4",0.0395,0.000522232967867094,0.0025,4
"2-hydroxy benzoic acid",600,"set_1",10,"C_3","T1","Sheet1",0.043,"28","without_community","wt-1",0.0395,0.000522232967867094,0.0035,1
"2-hydroxy benzoic acid",600,"set_3",6,"C_11","T2","Sheet1",0.04,"18","with_community","wt-b5",0.0395,0.000522232967867094,5e-04,2
"2-hydroxy benzoic acid",600,"set_3",4,"C_11","T5","Sheet1",0.042,"12","with_community","wt-b3",0.0395,0.000522232967867094,0.0025,5
"2-hydroxy benzoic acid",600,"set_1",18,"C_3","T1","Sheet1",0.04,"anc4","ancestor","ancestor",0.0395,0.000522232967867094,5e-04,1
"2-hydroxy benzoic acid",600,"set_3",16,"C_11","T2","Sheet1",0.039,"48","without_community","wt-6",0.0395,0.000522232967867094,-5e-04,2
"2-hydroxy benzoic acid",600,"set_3",17,"C_11","T4","Sheet1",0.04,"anc3","ancestor","ancestor",0.0395,0.000522232967867094,5e-04,4
"2-hydroxy benzoic acid",600,"set_2",7,"C_7","T6","Sheet1",0.044,"20","with_community","wt-b5",0.0395,0.000522232967867094,0.0045,6
"2-hydroxy benzoic acid",600,"set_2",10,"C_7","T1","Sheet1",0.041,"29","without_community","wt-2",0.0395,0.000522232967867094,0.0015,1
"2-hydroxy benzoic acid",600,"set_1",12,"C_3","T5","Sheet1",0.042,"34","without_community","wt-3",0.0395,0.000522232967867094,0.0025,5
"2-hydroxy benzoic acid",600,"set_1",13,"C_3","T2","Sheet1",0.041,"37","without_community","wt-4",0.0395,0.000522232967867094,0.0015,2
"2-hydroxy benzoic acid",600,"set_1",6,"C_3","T2","Sheet1",0.044,"16","with_community","wt-b4",0.0395,0.000522232967867094,0.0045,2
"2-hydroxy benzoic acid",600,"set_3",14,"C_11","T5","Sheet1",0.042,"42","without_community","wt-5",0.0395,0.000522232967867094,0.0025,5
"2-hydroxy benzoic acid",600,"set_1",4,"C_3","T2","Sheet1",0.043,"10","with_community","wt-b3",0.0395,0.000522232967867094,0.0035,2
"2-hydroxy benzoic acid",600,"set_2",14,"C_7","T3","Sheet1",0.043,"41","without_community","wt-5",0.0395,0.000522232967867094,0.0035,3
"2-hydroxy benzoic acid",600,"set_3",16,"C_11","T4","Sheet1",0.04,"48","without_community","wt-6",0.0395,0.000522232967867094,5e-04,4
"2-hydroxy benzoic acid",600,"set_3",11,"C_11","T5","Sheet1",0.042,"33","without_community","wt-3",0.0395,0.000522232967867094,0.0025,5
"2-hydroxy benzoic acid",600,"set_2",17,"C_7","T1","Sheet1",0.041,"anc2","ancestor","ancestor",0.0395,0.000522232967867094,0.0015,1
"2-hydroxy benzoic acid",600,"set_3",9,"C_11","T2","Sheet1",0.043,"27","without_community","wt-1",0.0395,0.000522232967867094,0.0035,2
"2-hydroxy benzoic acid",600,"set_2",17,"C_7","T3","Sheet1",0.043,"anc2","ancestor","ancestor",0.0395,0.000522232967867094,0.0035,3
"2-hydroxy benzoic acid",600,"set_2",16,"C_7","T4","Sheet1",0.043,"47","without_community","wt-6",0.0395,0.000522232967867094,0.0035,4
"2-hydroxy benzoic acid",600,"set_2",14,"C_7","T1","Sheet1",0.045,"41","without_community","wt-5",0.0395,0.000522232967867094,0.0055,1
"2-hydroxy benzoic acid",600,"set_3",15,"C_11","T2","Sheet1",0.042,"45","without_community","wt-6",0.0395,0.000522232967867094,0.0025,2
"2-hydroxy benzoic acid",600,"set_3",7,"C_11","T1","Sheet1",0.042,"21","with_community","wt-b6",0.0395,0.000522232967867094,0.0025,1
"2-hydroxy benzoic acid",600,"set_1",10,"C_3","T4","Sheet1",0.043,"28","without_community","wt-1",0.0395,0.000522232967867094,0.0035,4
"2-hydroxy benzoic acid",600,"set_2",7,"C_7","T1","Sheet1",0.08,"20","with_community","wt-b5",0.0395,0.000522232967867094,0.0405,1
"2-hydroxy benzoic acid",600,"set_2",11,"C_7","T3","Sheet1",0.045,"32","without_community","wt-2",0.0395,0.000522232967867094,0.0055,3
"2-hydroxy benzoic acid",600,"set_3",15,"C_11","T1","Sheet1",0.041,"45","without_community","wt-6",0.0395,0.000522232967867094,0.0015,1
"2-hydroxy benzoic acid",600,"set_3",17,"C_11","T2","Sheet1",0.04,"anc3","ancestor","ancestor",0.0395,0.000522232967867094,5e-04,2
"2-hydroxy benzoic acid",600,"set_2",2,"C_7","T3","Sheet1",0.055,"5","with_community","wt-b2",0.0395,0.000522232967867094,0.0155,3
"2-hydroxy benzoic acid",600,"set_3",13,"C_11","T3","Sheet1",0.042,"39","without_community","wt-4",0.0395,0.000522232967867094,0.0025,3
"2-hydroxy benzoic acid",600,"set_2",15,"C_7","T6","Sheet1",0.044,"44","without_community","wt-5",0.0395,0.000522232967867094,0.0045,6
"2-hydroxy benzoic acid",600,"set_1",14,"C_3","T4","Sheet1",0.046,"40","without_community","wt-4",0.0395,0.000522232967867094,0.0065,4
"2-hydroxy benzoic acid",600,"set_2",2,"C_7","T6","Sheet1",0.05,"5","with_community","wt-b2",0.0395,0.000522232967867094,0.0105,6
"2-hydroxy benzoic acid",600,"set_1",13,"C_3","T5","Sheet1",0.043,"37","without_community","wt-4",0.0395,0.000522232967867094,0.0035,5
"2-hydroxy benzoic acid",600,"set_1",4,"C_3","T6","Sheet1",0.042,"10","with_community","wt-b3",0.0395,0.000522232967867094,0.0025,6
"2-hydroxy benzoic acid",600,"set_3",9,"C_11","T3","Sheet1",0.043,"27","without_community","wt-1",0.0395,0.000522232967867094,0.0035,3
"2-hydroxy benzoic acid",600,"set_3",15,"C_11","T6","Sheet1",0.042,"45","without_community","wt-6",0.0395,0.000522232967867094,0.0025,6
"2-hydroxy benzoic acid",600,"set_3",17,"C_11","T3","Sheet1",0.041,"anc3","ancestor","ancestor",0.0395,0.000522232967867094,0.0015,3
"2-hydroxy benzoic acid",600,"set_1",15,"C_3","T6","Sheet1",0.042,"43","without_community","wt-5",0.0395,0.000522232967867094,0.0025,6
"2-hydroxy benzoic acid",600,"set_1",14,"C_3","T5","Sheet1",0.047,"40","without_community","wt-4",0.0395,0.000522232967867094,0.0075,5
"2-hydroxy benzoic acid",600,"set_3",9,"C_11","T4","Sheet1",0.043,"27","without_community","wt-1",0.0395,0.000522232967867094,0.0035,4
"2-hydroxy benzoic acid",600,"set_1",15,"C_3","T1","Sheet1",0.041,"43","without_community","wt-5",0.0395,0.000522232967867094,0.0015,1
"2-hydroxy benzoic acid",600,"set_1",12,"C_3","T6","Sheet1",0.042,"34","without_community","wt-3",0.0395,0.000522232967867094,0.0025,6
"2-hydroxy benzoic acid",600,"set_3",11,"C_11","T6","Sheet1",0.042,"33","without_community","wt-3",0.0395,0.000522232967867094,0.0025,6
"2-hydroxy benzoic acid",600,"set_3",16,"C_11","T3","Sheet1",0.039,"48","without_community","wt-6",0.0395,0.000522232967867094,-5e-04,3
"2-hydroxy benzoic acid",600,"set_1",6,"C_3","T6","Sheet1",0.043,"16","with_community","wt-b4",0.0395,0.000522232967867094,0.0035,6
"2-hydroxy benzoic acid",600,"set_1",3,"C_3","T5","Sheet1",0.042,"7","with_community","wt-b2",0.0395,0.000522232967867094,0.0025,5
"2-hydroxy benzoic acid",600,"set_1",9,"C_3","T5","Sheet1",0.043,"25","without_community","wt-1",0.0395,0.000522232967867094,0.0035,5
"2-hydroxy benzoic acid",600,"set_1",7,"C_3","T6","Sheet1",0.044,"19","with_community","wt-b5",0.0395,0.000522232967867094,0.0045,6
"2-hydroxy benzoic acid",600,"set_2",16,"C_7","T1","Sheet1",0.042,"47","without_community","wt-6",0.0395,0.000522232967867094,0.0025,1
"2-hydroxy benzoic acid",600,"set_2",3,"C_7","T2","Sheet1",0.042,"8","with_community","wt-b2",0.0395,0.000522232967867094,0.0025,2
"2-hydroxy benzoic acid",600,"set_3",17,"C_11","T6","Sheet1",0.041,"anc3","ancestor","ancestor",0.0395,0.000522232967867094,0.0015,6
"2-hydroxy benzoic acid",600,"set_1",8,"C_3","T2","Sheet1",0.043,"22","with_community","wt-b6",0.0395,0.000522232967867094,0.0035,2
"2-hydroxy benzoic acid",600,"set_2",11,"C_7","T5","Sheet1",0.045,"32","without_community","wt-2",0.0395,0.000522232967867094,0.0055,5
"2-hydroxy benzoic acid",600,"set_2",15,"C_7","T4","Sheet1",0.044,"44","without_community","wt-5",0.0395,0.000522232967867094,0.0045,4
"2-hydroxy benzoic acid",600,"set_2",5,"C_7","T1","Sheet1",0.053,"14","with_community","wt-b4",0.0395,0.000522232967867094,0.0135,1
"2-hydroxy benzoic acid",600,"set_3",10,"C_11","T1","Sheet1",0.04,"30","without_community","wt-2",0.0395,0.000522232967867094,5e-04,1
"2-hydroxy benzoic acid",600,"set_3",6,"C_11","T3","Sheet1",0.04,"18","with_community","wt-b5",0.0395,0.000522232967867094,5e-04,3
"2-hydroxy benzoic acid",600,"set_2",9,"C_7","T2","Sheet1",0.045,"26","without_community","wt-1",0.0395,0.000522232967867094,0.0055,2
"2-hydroxy benzoic acid",600,"set_1",5,"C_3","T6","Sheet1",0.044,"13","with_community","wt-b4",0.0395,0.000522232967867094,0.0045,6
"2-hydroxy benzoic acid",600,"set_2",18,"C_7","T4","Sheet1",0.042,"anc5","ancestor","ancestor",0.0395,0.000522232967867094,0.0025,4
"2-hydroxy benzoic acid",600,"set_3",5,"C_11","T6","Sheet1",0.04,"15","with_community","wt-b4",0.0395,0.000522232967867094,5e-04,6
"2-hydroxy benzoic acid",600,"set_1",2,"C_3","T4","Sheet1",0.041,"4","with_community","wt-b1",0.0395,0.000522232967867094,0.0015,4
"2-hydroxy benzoic acid",600,"set_3",11,"C_11","T4","Sheet1",0.041,"33","without_community","wt-3",0.0395,0.000522232967867094,0.0015,4
"2-hydroxy benzoic acid",600,"set_2",3,"C_7","T1","Sheet1",0.048,"8","with_community","wt-b2",0.0395,0.000522232967867094,0.0085,1
"2-hydroxy benzoic acid",600,"set_2",15,"C_7","T1","Sheet1",0.043,"44","without_community","wt-5",0.0395,0.000522232967867094,0.0035,1
"2-hydroxy benzoic acid",600,"set_3",3,"C_11","T6","Sheet1",0.042,"9","with_community","wt-b3",0.0395,0.000522232967867094,0.0025,6
"2-hydroxy benzoic acid",600,"set_3",4,"C_11","T2","Sheet1",0.042,"12","with_community","wt-b3",0.0395,0.000522232967867094,0.0025,2
"2-hydroxy benzoic acid",600,"set_3",12,"C_11","T3","Sheet1",0.041,"36","without_community","wt-3",0.0395,0.000522232967867094,0.0015,3
"2-hydroxy benzoic acid",600,"set_2",6,"C_7","T2","Sheet1",0.059,"17","with_community","wt-b5",0.0395,0.000522232967867094,0.0195,2
"2-hydroxy benzoic acid",600,"set_3",10,"C_11","T5","Sheet1",0.041,"30","without_community","wt-2",0.0395,0.000522232967867094,0.0015,5
"2-hydroxy benzoic acid",600,"set_1",8,"C_3","T1","Sheet1",0.041,"22","with_community","wt-b6",0.0395,0.000522232967867094,0.0015,1
"2-hydroxy benzoic acid",600,"set_1",12,"C_3","T2","Sheet1",0.042,"34","without_community","wt-3",0.0395,0.000522232967867094,0.0025,2
"2-hydroxy benzoic acid",600,"set_1",12,"C_3","T4","Sheet1",0.042,"34","without_community","wt-3",0.0395,0.000522232967867094,0.0025,4
"2-hydroxy benzoic acid",600,"set_3",13,"C_11","T6","Sheet1",0.042,"39","without_community","wt-4",0.0395,0.000522232967867094,0.0025,6
"2-hydroxy benzoic acid",600,"set_3",12,"C_11","T4","Sheet1",0.041,"36","without_community","wt-3",0.0395,0.000522232967867094,0.0015,4
"2-hydroxy benzoic acid",600,"set_2",7,"C_7","T4","Sheet1",0.044,"20","with_community","wt-b5",0.0395,0.000522232967867094,0.0045,4
"2-hydroxy benzoic acid",600,"set_3",1,"C_11","T5","Sheet1",0.041,"3","with_community","wt-b1",0.0395,0.000522232967867094,0.0015,5
"2-hydroxy benzoic acid",600,"set_1",3,"C_3","T1","Sheet1",0.043,"7","with_community","wt-b2",0.0395,0.000522232967867094,0.0035,1
"2-hydroxy benzoic acid",600,"set_1",10,"C_3","T2","Sheet1",0.043,"28","without_community","wt-1",0.0395,0.000522232967867094,0.0035,2
